Data Type:                         ULM Mobile Sounding Data/Ascending
Project ID:                        VORTEX-SE_2017
Release Site Type/Site ID:         Hollywood, AL
Release Location (lon,lat,alt):    085 57.40'W, 34 43.01'N, -85.957, 34.717, 189.0
UTC Release Time (y,m,d,h,m,s):    2017, 04, 30, 17:54:00
Radiosonde Type:                   iMet-1-ABxn
Ground Station Software:           iMetOS-II software version 03.90.0C.
/
/
/
/
Nominal Release Time (y,m,d,h,m,s):2017, 04, 30, 17:54:00
 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   MixR   Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg     deg   deg   g/kg    m    code code code code code code
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
 731.0  666.3   3.5  -5.3  52.2    8.7   19.6  21.5 204.0   5.3  -85.924  34.834 999.0 999.0  3540.3  1.0  1.0  1.0  1.0  1.0 99.0
 736.0  664.1   3.3  -5.7  51.6    8.6   19.3  21.1 204.0   5.2  -85.924  34.835 999.0 999.0  3566.4  1.0  1.0  1.0  1.0  1.0 99.0
 741.0  662.1   3.1  -6.2  50.1    8.5   19.1  20.9 204.0   5.1  -85.923  34.836 999.0 999.0  3591.8  1.0  1.0  1.0  1.0  1.0 99.0
 746.0  660.0   3.1  -7.3  46.2    8.8   18.9  20.8 205.0   5.0  -85.923  34.837 999.0 999.0  3616.7  1.0  1.0  1.0  1.0  1.0 99.0
 751.0  658.0   3.0  -8.1  43.4    8.7   18.7  20.6 205.0   5.0  -85.922  34.838 999.0 999.0  3641.6  1.0  1.0  1.0  1.0  1.0 99.0
 756.0  656.0   3.1  -9.2  39.6    9.3   18.2  20.4 207.0   4.8  -85.922  34.839 999.0 999.0  3665.9  1.0  1.0  1.0  1.0  1.0 99.0
 761.0  654.1   3.0  -9.9  37.8    8.9   18.2  20.3 206.0   4.8  -85.921  34.839 999.0 999.0  3689.9  1.0  1.0  1.0  1.0  1.0 99.0
 766.0  652.2   2.8 -10.3  37.5    9.1   17.9  20.1 207.0   4.7  -85.921  34.840 999.0 999.0  3713.6  1.0  1.0  1.0  1.0  1.0 99.0
 771.0  650.3   2.6 -10.4  37.4    9.5   17.8  20.2 208.0   4.7  -85.920  34.841 999.0 999.0  3737.0  1.0  1.0  1.0  1.0  1.0 99.0
 776.0  648.4   2.5 -10.4  37.6    9.7   17.6  20.1 209.0   4.7  -85.920  34.842 999.0 999.0  3760.5  1.0  1.0  1.0  1.0  1.0 99.0
 781.0  646.5   2.3  -8.0  46.0   10.1   17.4  20.1 210.0   4.7  -85.919  34.843 999.0 999.0  3783.9  1.0  1.0  1.0  1.0  1.0 99.0
 786.0  644.6   2.4  -9.0  42.5   10.1   17.5  20.2 210.0   4.6  -85.919  34.843 999.0 999.0  3807.0  1.0  1.0  1.0  1.0  1.0 99.0
 791.0  642.9   2.3  -9.4  41.2   10.4   17.3  20.2 211.0   4.5  -85.918  34.844 999.0 999.0  3829.4  1.0  1.0  1.0  1.0  1.0 99.0
 796.0  641.1   2.2  -9.6  41.4   10.4   17.2  20.1 211.0   4.4  -85.918  34.845 999.0 999.0  3851.7  1.0  1.0  1.0  1.0  1.0 99.0
 801.0  639.4   2.0  -9.7  41.2   10.3   17.1  20.0 211.0   4.4  -85.917  34.846 999.0 999.0  3873.5  1.0  1.0  1.0  1.0  1.0 99.0
 806.0  637.6   1.9 -10.0  40.8   10.6   17.0  20.0 212.0   4.4  -85.916  34.847 999.0 999.0  3895.5  1.0  1.0  1.0  1.0  1.0 99.0
 811.0  635.9   1.7 -10.2  40.6   10.2   17.1  19.9 211.0   4.4  -85.916  34.847 999.0 999.0  3917.5  1.0  1.0  1.0  1.0  1.0 99.0
 816.0  634.1   1.6 -10.4  40.3   10.2   17.1  19.9 211.0   4.4  -85.915  34.848 999.0 999.0  3939.3  1.0  1.0  1.0  1.0  1.0 99.0
 821.0  632.5   1.4 -10.5  40.4   10.3   17.1  20.0 211.0   4.2  -85.915  34.849 999.0 999.0  3960.5  1.0  1.0  1.0  1.0  1.0 99.0
 826.0  630.8   1.6 -10.7  39.2   10.3   17.1  20.0 211.0   4.3  -85.914  34.850 999.0 999.0  3981.7  1.0  1.0  1.0  1.0  1.0 99.0
 831.0  629.1   1.5  -9.6  43.3    9.9   17.1  19.8 210.0   4.2  -85.914  34.850 999.0 999.0  4002.9  1.0  1.0  1.0  1.0  1.0 99.0
 836.0  627.5   1.4 -10.3  41.1    9.6   17.3  19.8 209.0   4.2  -85.913  34.851 999.0 999.0  4023.9  1.0  1.0  1.0  1.0  1.0 99.0
 841.0  625.9   1.5 -10.4  40.5    9.3   17.5  19.8 208.0   4.1  -85.913  34.852 999.0 999.0  4044.4  1.0  1.0  1.0  1.0  1.0 99.0
 846.0  624.3   1.4 -10.6  40.3    8.9   17.6  19.7 207.0   4.1  -85.912  34.853 999.0 999.0  4064.9  1.0  1.0  1.0  1.0  1.0 99.0
 851.0  622.8   1.5 -10.6  40.0    8.7   17.9  19.9 206.0   4.0  -85.912  34.853 999.0 999.0  4084.9  1.0  1.0  1.0  1.0  1.0 99.0
 856.0  621.2   1.3 -10.7  40.1    8.5   18.2  20.1 205.0   4.0  -85.911  34.854 999.0 999.0  4104.7  1.0  1.0  1.0  1.0  1.0 99.0
 861.0  619.7   1.1 -11.0  39.6    8.1   18.1  19.8 204.0   4.0  -85.910  34.855 999.0 999.0  4124.7  1.0  1.0  1.0  1.0  1.0 99.0
 866.0  618.1   1.0 -11.4  38.8    7.8   18.3  19.9 203.0   4.1  -85.910  34.856 999.0 999.0  4145.0  1.0  1.0  1.0  1.0  1.0 99.0
 871.0  616.5   1.0 -11.7  37.9    7.4   18.4  19.8 202.0   4.2  -85.910  34.857 999.0 999.0  4166.2  1.0  1.0  1.0  1.0  1.0 99.0
 876.0  614.8   0.9 -12.0  37.2    7.1   18.5  19.8 201.0   4.4  -85.909  34.858 999.0 999.0  4188.0  1.0  1.0  1.0  1.0  1.0 99.0
 881.0  613.1   0.7 -12.3  36.8    6.8   18.6  19.8 200.0   4.4  -85.909  34.858 999.0 999.0  4209.9  1.0  1.0  1.0  1.0  1.0 99.0
 886.0  611.5   0.6 -11.8  38.8    6.4   18.5  19.6 199.0   4.2  -85.908  34.859 999.0 999.0  4231.0  1.0  1.0  1.0  1.0  1.0 99.0
 891.0  609.9   0.5 -11.7  39.4    6.1   18.7  19.7 198.0   4.2  -85.908  34.860 999.0 999.0  4251.9  1.0  1.0  1.0  1.0  1.0 99.0
 896.0  608.4   0.3 -11.6  40.0    5.8   18.9  19.8 197.0   4.1  -85.908  34.861 999.0 999.0  4272.4  1.0  1.0  1.0  1.0  1.0 99.0
 901.0  606.8   0.4 -11.3  41.0    5.4   18.9  19.7 196.0   4.1  -85.908  34.862 999.0 999.0  4293.1  1.0  1.0  1.0  1.0  1.0 99.0
 906.0  605.3   0.3 -10.9  42.3    5.1   19.1  19.8 195.0   4.1  -85.907  34.863 999.0 999.0  4313.4  1.0  1.0  1.0  1.0  1.0 99.0
 911.0  603.8   0.3 -10.5  43.7    5.1   19.0  19.7 195.0   3.9  -85.907  34.864 999.0 999.0  4333.0  1.0  1.0  1.0  1.0  1.0 99.0
 916.0  602.3   0.2 -10.6  44.0    4.8   19.2  19.8 194.0   3.8  -85.907  34.864 999.0 999.0  4352.2  1.0  1.0  1.0  1.0  1.0 99.0
 921.0  600.9   0.0 -10.6  44.6    4.9   19.5  20.1 194.0   3.8  -85.906  34.865 999.0 999.0  4371.3  1.0  1.0  1.0  1.0  1.0 99.0
 926.0  599.4  -0.2 -10.2  46.3    4.5   19.5  20.0 193.0   3.9  -85.906  34.866 999.0 999.0  4391.0  1.0  1.0  1.0  1.0  1.0 99.0
 931.0  597.9  -0.3 -10.3  46.6    4.5   19.7  20.2 193.0   4.0  -85.906  34.867 999.0 999.0  4410.9  1.0  1.0  1.0  1.0  1.0 99.0
 936.0  596.4  -0.4 -10.0  48.2    4.2   19.7  20.1 192.0   4.1  -85.906  34.868 999.0 999.0  4431.2  2.0  2.0  2.0  1.0  1.0 99.0
 941.0  594.9  -0.8 -10.2  48.7    4.2   19.8  20.2 192.0   4.0  -85.906  34.869 999.0 999.0  4451.3  2.0  2.0  2.0  1.0  1.0 99.0
 946.0  593.5  -0.9  -9.9  50.1    4.2   20.0  20.4 192.0   3.9  -85.905  34.870 999.0 999.0  4471.0  1.0  1.0  1.0  1.0  1.0 99.0
 951.0  592.0  -1.1  -9.6  52.2    4.2   20.0  20.4 192.0   4.0  -85.905  34.871 999.0 999.0  4490.9  1.0  1.0  1.0  1.0  1.0 99.0
 956.0  590.5  -1.1  -9.3  53.5    4.2   19.9  20.3 192.0   4.0  -85.905  34.871 999.0 999.0  4510.7  1.0  1.0  1.0  1.0  1.0 99.0
 961.0  589.0  -1.2  -9.4  53.5    4.3   20.1  20.6 192.0   4.0  -85.905  34.872 999.0 999.0  4530.7  2.0  2.0  2.0  1.0  1.0 99.0
 966.0  587.6  -1.5  -9.6  53.7    4.6   19.9  20.4 193.0   3.9  -85.904  34.873 999.0 999.0  4550.4  2.0  2.0  2.0  1.0  1.0 99.0
 971.0  586.1  -1.6  -9.9  53.2    4.6   20.1  20.6 193.0   4.0  -85.904  34.874 999.0 999.0  4570.4  1.0  1.0  1.0  1.0  1.0 99.0
 976.0  584.6  -1.8  -9.9  53.4    4.2   19.9  20.3 192.0   4.0  -85.904  34.875 999.0 999.0  4590.5  1.0  1.0  1.0  1.0  1.0 99.0
 981.0  583.1  -1.9 -10.1  53.5    4.5   19.7  20.2 193.0   4.2  -85.904  34.876 999.0 999.0  4611.4  1.0  1.0  1.0  1.0  1.0 99.0
 986.0  581.5  -2.2 -10.5  52.9    4.5   19.7  20.2 193.0   4.3  -85.903  34.877 999.0 999.0  4632.6  1.0  1.0  1.0  1.0  1.0 99.0
 991.0  580.0  -2.4 -10.6  53.1    4.5   19.7  20.2 193.0   4.2  -85.903  34.878 999.0 999.0  4653.8  1.0  1.0  1.0  1.0  1.0 99.0
 996.0  578.4  -2.5 -10.8  53.0    4.5   19.6  20.1 193.0   4.3  -85.903  34.879 999.0 999.0  4675.4  1.0  1.0  1.0  1.0  1.0 99.0
1001.0  576.8  -2.8 -10.8  53.9    4.8   19.4  20.0 194.0   4.4  -85.903  34.880 999.0 999.0  4697.2  1.0  1.0  1.0  1.0  1.0 99.0
1006.0  575.2  -2.9 -10.9  53.8    4.8   19.3  19.9 194.0   4.3  -85.902  34.880 999.0 999.0  4718.8  1.0  1.0  1.0  1.0  1.0 99.0
1011.0  573.6  -3.1 -11.0  54.4    5.2   19.2  19.9 195.0   4.3  -85.902  34.881 999.0 999.0  4740.4  1.0  1.0  1.0  1.0  1.0 99.0
1016.0  572.1  -3.3 -10.9  55.4    5.2   19.2  19.9 195.0   4.4  -85.902  34.882 999.0 999.0  4762.3  1.0  1.0  1.0  1.0  1.0 99.0
1021.0  570.5  -3.5 -10.8  56.7    5.1   19.0  19.7 195.0   4.4  -85.902  34.883 999.0 999.0  4784.3  1.0  1.0  1.0  1.0  1.0 99.0
1026.0  568.9  -3.7 -10.8  57.7    5.2   19.2  19.9 195.0   4.3  -85.901  34.884 999.0 999.0  4805.6  1.0  1.0  1.0  1.0  1.0 99.0
1031.0  567.4  -3.9 -10.8  58.3    5.4   18.9  19.7 196.0   4.2  -85.901  34.885 999.0 999.0  4826.8  1.0  1.0  1.0  1.0  1.0 99.0
1036.0  565.9  -4.0 -11.0  58.4    5.5   19.1  19.9 196.0   4.2  -85.901  34.885 999.0 999.0  4847.8  1.0  1.0  1.0  1.0  1.0 99.0
1041.0  564.4  -4.2 -11.3  57.6    5.5   19.1  19.9 196.0   4.2  -85.900  34.886 999.0 999.0  4868.6  1.0  1.0  1.0  1.0  1.0 99.0
1046.0  562.9  -4.3 -11.5  57.1    5.8   19.1  20.0 197.0   4.2  -85.900  34.887 999.0 999.0  4889.8  1.0  1.0  1.0  1.0  1.0 99.0
1051.0  561.4  -4.5 -12.0  55.4    5.8   19.1  20.0 197.0   4.3  -85.900  34.888 999.0 999.0  4911.2  1.0  1.0  1.0  1.0  1.0 99.0
1056.0  559.9  -4.6 -12.3  54.8    5.9   19.3  20.2 197.0   4.2  -85.899  34.889 999.0 999.0  4932.3  1.0  1.0  1.0  1.0  1.0 99.0
1061.0  558.3  -4.6 -11.6  58.1    5.9   19.2  20.1 197.0   4.2  -85.899  34.890 999.0 999.0  4953.5  1.0  1.0  1.0  1.0  1.0 99.0
1066.0  556.8  -4.8 -11.8  57.9    6.0   19.5  20.4 197.0   4.3  -85.899  34.891 999.0 999.0  4975.1  1.0  1.0  1.0  1.0  1.0 99.0
1071.0  555.3  -4.9 -12.0  57.3    5.6   19.6  20.4 196.0   4.3  -85.899  34.892 999.0 999.0  4996.7  1.0  1.0  1.0  1.0  1.0 99.0
1076.0  553.8  -5.1 -12.3  56.5    6.0   19.6  20.5 197.0   4.3  -85.898  34.892 999.0 999.0  5018.3  1.0  1.0  1.0  1.0  1.0 99.0
1081.0  552.2  -5.1 -12.8  54.4    5.7   19.8  20.6 196.0   4.4  -85.898  34.893 999.0 999.0  5040.3  1.0  1.0  1.0  1.0  1.0 99.0
1086.0  550.6  -5.2 -13.0  54.2    5.7   19.9  20.7 196.0   4.4  -85.898  34.894 999.0 999.0  5062.4  1.0  1.0  1.0  1.0  1.0 99.0
1091.0  549.1  -5.3 -12.7  55.9    5.7   19.9  20.7 196.0   4.4  -85.897  34.895 999.0 999.0  5084.5  1.0  1.0  1.0  1.0  1.0 99.0
1096.0  547.5  -5.5 -12.8  56.3    5.7   20.0  20.8 196.0   4.5  -85.897  34.896 999.0 999.0  5106.8  1.0  1.0  1.0  1.0  1.0 99.0
1101.0  546.0  -5.7 -13.2  55.5    5.5   20.4  21.1 195.0   4.5  -85.897  34.897 999.0 999.0  5129.4  1.0  1.0  1.0  1.0  1.0 99.0
1106.0  544.4  -6.0 -13.4  55.4    5.8   20.4  21.2 196.0   4.5  -85.896  34.898 999.0 999.0  5152.1  1.0  1.0  1.0  1.0  1.0 99.0
1111.0  542.8  -6.0 -13.9  53.7    5.8   20.4  21.2 196.0   4.6  -85.896  34.899 999.0 999.0  5175.2  1.0  1.0  1.0  1.0  1.0 99.0
1116.0  541.1  -6.1 -14.3  52.4    5.5   20.6  21.3 195.0   4.7  -85.896  34.900 999.0 999.0  5198.8  1.0  1.0  1.0  1.0  1.0 99.0
1121.0  539.5  -6.3 -15.0  49.9    5.6   20.9  21.6 195.0   4.7  -85.895  34.901 999.0 999.0  5222.5  1.0  1.0  1.0  1.0  1.0 99.0
1126.0  537.9  -6.5 -15.5  48.8    5.6   20.8  21.5 195.0   4.7  -85.895  34.902 999.0 999.0  5246.1  1.0  1.0  1.0  1.0  1.0 99.0
1131.0  536.2  -6.8 -15.6  49.2    5.6   20.8  21.5 195.0   4.7  -85.895  34.903 999.0 999.0  5269.8  1.0  1.0  1.0  1.0  1.0 99.0
1136.0  534.6  -7.0 -15.6  50.0    5.6   21.1  21.8 195.0   4.7  -85.894  34.903 999.0 999.0  5293.4  1.0  1.0  1.0  1.0  1.0 99.0
1141.0  533.0  -7.2 -15.5  51.2    5.6   21.1  21.8 195.0   4.7  -85.894  34.904 999.0 999.0  5316.8  1.0  1.0  1.0  1.0  1.0 99.0
1146.0  531.4  -7.4 -16.5  48.1    5.6   21.1  21.8 195.0   4.6  -85.894  34.905 999.0 999.0  5339.9  1.0  1.0  1.0  1.0  1.0 99.0
1151.0  529.9  -7.4 -16.2  48.9    5.3   21.4  22.1 194.0   4.5  -85.894  34.906 999.0 999.0  5362.7  1.0  1.0  1.0  1.0  1.0 99.0
1156.0  528.3  -7.5 -15.8  51.3    5.4   21.5  22.2 194.0   4.5  -85.893  34.907 999.0 999.0  5385.3  1.0  1.0  1.0  1.0  1.0 99.0
1161.0  526.8  -7.7 -16.2  50.3    5.4   21.5  22.2 194.0   4.5  -85.893  34.908 999.0 999.0  5407.8  1.0  1.0  1.0  1.0  1.0 99.0
1166.0  525.3  -7.8 -16.5  49.6    5.0   21.8  22.4 193.0   4.5  -85.893  34.909 999.0 999.0  5430.6  1.0  1.0  1.0  1.0  1.0 99.0
1171.0  523.7  -8.0 -17.3  47.1    5.0   21.8  22.4 193.0   4.6  -85.892  34.910 999.0 999.0  5453.8  1.0  1.0  1.0  1.0  1.0 99.0
1176.0  522.1  -8.2 -17.9  45.4    5.1   22.0  22.6 193.0   4.6  -85.892  34.911 999.0 999.0  5477.0  1.0  1.0  1.0  1.0  1.0 99.0
1181.0  520.5  -8.4 -18.3  44.8    5.5   22.0  22.7 194.0   4.8  -85.892  34.912 999.0 999.0  5500.8  1.0  1.0  1.0  1.0  1.0 99.0
1186.0  518.9  -8.7 -18.4  45.0    5.6   22.4  23.1 194.0   4.9  -85.892  34.913 999.0 999.0  5525.2  1.0  1.0  1.0  1.0  1.0 99.0
1191.0  517.2  -8.8 -18.4  45.6    5.6   22.5  23.2 194.0   5.1  -85.891  34.914 999.0 999.0  5550.6  1.0  1.0  1.0  1.0  1.0 99.0
1196.0  515.5  -9.1 -18.4  46.5    5.7   22.8  23.5 194.0   5.1  -85.891  34.915 999.0 999.0  5576.1  1.0  1.0  1.0  1.0  1.0 99.0
1201.0  513.8  -9.4 -18.5  47.2    6.2   23.0  23.8 195.0   5.1  -85.891  34.916 999.0 999.0  5601.4  1.0  1.0  1.0  1.0  1.0 99.0
1206.0  512.1  -9.5 -18.2  49.0    6.2   23.3  24.1 195.0   5.1  -85.890  34.917 999.0 999.0  5627.2  1.0  1.0  1.0  1.0  1.0 99.0
1211.0  510.4  -9.8 -17.9  51.5    6.7   23.4  24.3 196.0   5.1  -85.890  34.918 999.0 999.0  5652.7  1.0  1.0  1.0  1.0  1.0 99.0
1216.0  508.7  -9.9 -17.6  53.4    7.1   23.3  24.4 197.0   5.1  -85.890  34.919 999.0 999.0  5677.9  1.0  1.0  1.0  1.0  1.0 99.0
1221.0  507.1 -10.1 -16.4  59.8    7.6   23.3  24.5 198.0   5.0  -85.889  34.920 999.0 999.0  5702.9  1.0  1.0  1.0  1.0  1.0 99.0
1226.0  505.5 -10.1 -16.4  60.1    8.0   23.3  24.6 199.0   4.9  -85.889  34.921 999.0 999.0  5727.3  1.0  1.0  1.0  1.0  1.0 99.0
1231.0  503.9 -10.1 -15.6  63.7    8.1   23.5  24.9 199.0   4.8  -85.888  34.923 999.0 999.0  5751.1  1.0  1.0  1.0  1.0  1.0 99.0
1236.0  502.4 -10.1 -15.2  66.4    8.6   23.5  25.0 200.0   4.7  -85.888  34.924 999.0 999.0  5774.3  1.0  1.0  1.0  1.0  1.0 99.0
1241.0  500.9 -10.1 -14.7  68.7    8.6   23.5  25.0 200.0   4.6  -85.887  34.925 999.0 999.0  5797.5  1.0  1.0  1.0  1.0  1.0 99.0
1246.0  499.4 -10.0 -15.0  66.8    8.9   23.2  24.9 201.0   4.6  -85.887  34.926 999.0 999.0  5820.3  1.0  1.0  1.0  1.0  1.0 99.0
1251.0  497.9 -10.0 -15.3  65.1    8.9   23.2  24.9 201.0   4.5  -85.886  34.927 999.0 999.0  5843.0  1.0  1.0  1.0  1.0  1.0 99.0
1256.0  496.5  -9.9 -15.5  63.8    8.9   23.1  24.7 201.0   4.6  -85.886  34.928 999.0 999.0  5865.9  1.0  1.0  1.0  1.0  1.0 99.0
1261.0  495.0 -10.0 -15.8  62.2    9.1   22.6  24.4 202.0   4.6  -85.885  34.929 999.0 999.0  5888.9  1.0  1.0  1.0  1.0  1.0 99.0
1266.0  493.5 -10.2 -15.9  62.6    9.1   22.5  24.3 202.0   4.6  -85.885  34.930 999.0 999.0  5912.0  1.0  1.0  1.0  1.0  1.0 99.0
1271.0  492.0 -10.4 -16.4  61.1    9.0   22.3  24.1 202.0   4.7  -85.884  34.931 999.0 999.0  5935.6  1.0  1.0  1.0  1.0  1.0 99.0
1276.0  490.5 -10.4 -16.8  59.1    9.0   22.3  24.0 202.0   4.8  -85.884  34.932 999.0 999.0  5959.4  1.0  1.0  1.0  1.0  1.0 99.0
1281.0  489.0 -10.3 -17.2  56.9    8.6   22.3  23.9 201.0   4.8  -85.883  34.933 999.0 999.0  5983.3  1.0  1.0  1.0  1.0  1.0 99.0
1286.0  487.5 -10.4 -17.7  55.0    8.5   22.2  23.8 201.0   4.7  -85.883  34.934 999.0 999.0  6006.9  1.0  1.0  1.0  1.0  1.0 99.0
1291.0  486.0 -10.7 -18.0  54.9    8.1   22.2  23.6 200.0   4.7  -85.882  34.935 999.0 999.0  6030.6  1.0  1.0  1.0  1.0  1.0 99.0
1296.0  484.5 -10.9 -18.2  54.4    8.0   22.1  23.5 200.0   4.7  -85.882  34.936 999.0 999.0  6053.9  1.0  1.0  1.0  1.0  1.0 99.0
1301.0  483.0 -11.1 -18.6  53.9    8.0   22.0  23.4 200.0   4.8  -85.882  34.937 999.0 999.0  6077.6  1.0  1.0  1.0  1.0  1.0 99.0
1306.0  481.5 -11.3 -18.8  53.8    8.0   22.0  23.4 200.0   4.8  -85.881  34.938 999.0 999.0  6101.7  1.0  1.0  1.0  1.0  1.0 99.0
1311.0  480.0 -11.5 -18.9  54.3    8.0   21.9  23.3 200.0   4.8  -85.881  34.939 999.0 999.0  6125.9  1.0  1.0  1.0  1.0  1.0 99.0
1316.0  478.4 -11.8 -18.9  55.3    8.0   21.9  23.3 200.0   4.8  -85.880  34.940 999.0 999.0  6150.0  1.0  1.0  1.0  1.0  1.0 99.0
1321.0  476.9 -12.0 -19.0  56.1    8.0   21.9  23.3 200.0   4.8  -85.880  34.941 999.0 999.0  6174.2  1.0  1.0  1.0  1.0  1.0 99.0
1326.0  475.4 -12.2 -19.0  56.5    8.0   21.9  23.3 200.0   4.9  -85.880  34.942 999.0 999.0  6198.7  1.0  1.0  1.0  1.0  1.0 99.0
1331.0  473.9 -12.3 -19.4  55.1    8.0   21.9  23.3 200.0   5.0  -85.879  34.943 999.0 999.0  6223.5  1.0  1.0  1.0  1.0  1.0 99.0
1336.0  472.4 -12.4 -19.9  53.8    8.0   21.9  23.3 200.0   4.9  -85.879  34.944 999.0 999.0  6248.0  1.0  1.0  1.0  1.0  1.0 99.0
1341.0  470.9 -12.7 -20.1  53.5    8.0   22.0  23.4 200.0   4.8  -85.878  34.945 999.0 999.0  6272.0  1.0  1.0  1.0  1.0  1.0 99.0
1346.0  469.4 -12.8 -20.4  53.2    8.0   22.0  23.4 200.0   4.7  -85.878  34.946 999.0 999.0  6295.5  1.0  1.0  1.0  1.0  1.0 99.0
1351.0  468.0 -13.0 -20.2  54.4    8.0   22.1  23.5 200.0   4.6  -85.877  34.947 999.0 999.0  6318.6  1.0  1.0  1.0  1.0  1.0 99.0
1356.0  466.6 -13.1 -20.5  53.8    8.5   22.0  23.6 201.0   4.5  -85.877  34.948 999.0 999.0  6341.2  1.0  1.0  1.0  1.0  1.0 99.0
1361.0  465.2 -13.2 -21.2  51.3    8.5   22.1  23.7 201.0   4.5  -85.876  34.949 999.0 999.0  6363.6  1.0  1.0  1.0  1.0  1.0 99.0
1366.0  463.9 -13.4 -21.4  50.5    8.5   22.2  23.8 201.0   4.5  -85.876  34.950 999.0 999.0  6386.0  1.0  1.0  1.0  1.0  1.0 99.0
1371.0  462.5 -13.5 -21.5  50.7    8.6   22.4  24.0 201.0   4.5  -85.876  34.951 999.0 999.0  6408.3  1.0  1.0  1.0  1.0  1.0 99.0
1376.0  461.1 -13.6 -21.9  49.1    8.6   22.4  24.0 201.0   4.5  -85.875  34.952 999.0 999.0  6431.1  1.0  1.0  1.0  1.0  1.0 99.0
1381.0  459.7 -13.6 -22.6  46.4    8.7   22.6  24.2 201.0   4.6  -85.875  34.953 999.0 999.0  6454.2  1.0  1.0  1.0  1.0  1.0 99.0
1386.0  458.4 -13.8 -23.1  45.3    8.7   22.6  24.2 201.0   4.6  -85.874  34.954 999.0 999.0  6477.0  1.0  1.0  1.0  1.0  1.0 99.0
1391.0  457.0 -14.0 -23.0  46.7    8.7   22.8  24.4 201.0   4.6  -85.874  34.955 999.0 999.0  6500.0  1.0  1.0  1.0  1.0  1.0 99.0
1396.0  455.6 -14.1 -23.1  46.6    9.1   22.5  24.3 202.0   4.6  -85.873  34.956 999.0 999.0  6523.1  1.0  1.0  1.0  1.0  1.0 99.0
1401.0  454.2 -14.3 -23.2  46.7    9.1   22.5  24.3 202.0   4.6  -85.873  34.957 999.0 999.0  6546.1  1.0  1.0  1.0  1.0  1.0 99.0
1406.0  452.8 -14.4 -23.5  46.0    9.1   22.5  24.3 202.0   4.6  -85.872  34.958 999.0 999.0  6569.0  1.0  1.0  1.0  1.0  1.0 99.0
1411.0  451.4 -14.6 -23.7  45.6    9.1   22.5  24.3 202.0   4.6  -85.872  34.959 999.0 999.0  6592.0  1.0  1.0  1.0  1.0  1.0 99.0
1416.0  450.1 -14.8 -23.9  45.6    9.1   22.5  24.3 202.0   4.6  -85.871  34.960 999.0 999.0  6614.8  1.0  1.0  1.0  1.0  1.0 99.0
1421.0  448.8 -14.9 -24.1  45.4    9.1   22.5  24.3 202.0   4.4  -85.871  34.961 999.0 999.0  6637.0  1.0  1.0  1.0  1.0  1.0 99.0
1426.0  447.5 -15.1 -24.0  46.3    9.1   22.6  24.4 202.0   4.4  -85.870  34.962 999.0 999.0  6659.1  1.0  1.0  1.0  1.0  1.0 99.0
1431.0  446.1 -15.1 -23.7  47.9    9.5   22.5  24.4 203.0   4.5  -85.870  34.963 999.0 999.0  6681.4  1.0  1.0  1.0  1.0  1.0 99.0
1436.0  444.8 -15.2 -24.4  45.1    9.5   22.5  24.4 203.0   4.4  -85.869  34.964 999.0 999.0  6703.4  1.0  1.0  1.0  1.0  1.0 99.0
1441.0  443.5 -15.3 -24.6  44.9    9.5   22.5  24.4 203.0   4.4  -85.869  34.965 999.0 999.0  6725.5  1.0  1.0  1.0  1.0  1.0 99.0
1446.0  442.2 -15.3 -24.8  43.9    9.6   22.6  24.5 203.0   4.4  -85.868  34.966 999.0 999.0  6747.5  1.0  1.0  1.0  1.0  1.0 99.0
1451.0  441.0 -15.2 -25.3  41.9    9.6   22.6  24.5 203.0   4.4  -85.868  34.967 999.0 999.0  6769.4  1.0  1.0  1.0  1.0  1.0 99.0
1456.0  439.7 -15.4 -26.2  39.1    9.6   22.6  24.6 203.0   4.3  -85.867  34.968 999.0 999.0  6790.6  1.0  1.0  1.0  1.0  1.0 99.0
1461.0  438.5 -15.4 -26.6  37.8    9.7   22.7  24.7 203.0   4.3  -85.866  34.969 999.0 999.0  6812.1  1.0  1.0  1.0  1.0  1.0 99.0
1466.0  437.3 -15.4 -31.6  23.5    9.7   22.8  24.8 203.0   4.2  -85.866  34.970 999.0 999.0  6833.1  1.0  1.0  1.0  1.0  1.0 99.0
1471.0  436.1 -15.5 -34.0  18.8    9.7   22.9  24.9 203.0   4.2  -85.865  34.971 999.0 999.0  6854.0  1.0  1.0  1.0  1.0  1.0 99.0
1476.0  434.9 -15.6 -35.6  16.1    9.8   23.0  25.0 203.0   4.2  -85.865  34.972 999.0 999.0  6874.8  1.0  1.0  1.0  1.0  1.0 99.0
1481.0  433.7 -15.8 -37.2  14.0    9.8   23.2  25.2 203.0   4.1  -85.864  34.973 999.0 999.0  6895.5  1.0  1.0  1.0  1.0  1.0 99.0
1486.0  432.5 -16.0 -38.9  12.0   10.3   23.1  25.3 204.0   4.0  -85.864  34.974 999.0 999.0  6915.6  1.0  1.0  1.0  1.0  1.0 99.0
