Data Type:                         ULM Mobile Sounding Data/Ascending
Project ID:                        VORTEX-SE_2017
Release Site Type/Site ID:         Hollywood, AL
Release Location (lon,lat,alt):    085 57.40'W, 34 43.01'N, -85.957, 34.717, 189.0
UTC Release Time (y,m,d,h,m,s):    2017, 04, 30, 17:54:00
Radiosonde Type:                   iMet-1-ABxn
Ground Station Software:           iMetOS-II software version 03.90.0C.
/
/
/
/
Nominal Release Time (y,m,d,h,m,s):2017, 04, 30, 17:54:00
 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   MixR   Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg     deg   deg   g/kg    m    code code code code code code
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
1491.0  431.3 -16.2 -38.1  13.2   10.3   23.2  25.4 204.0   4.0  -85.863  34.975 999.0 999.0  6935.9  1.0  1.0  1.0  1.0  1.0 99.0
1496.0  430.2 -16.4 -38.3  13.2   10.4   23.3  25.5 204.0   4.0  -85.863  34.976 999.0 999.0  6955.9  1.0  1.0  1.0  1.0  1.0 99.0
1501.0  429.1 -16.5 -38.9  12.6   10.4   23.4  25.6 204.0   4.0  -85.862  34.977 999.0 999.0  6975.9  1.0  1.0  1.0  1.0  1.0 99.0
1506.0  427.9 -16.7 -39.0  12.6   10.5   23.5  25.7 204.0   4.0  -85.862  34.978 999.0 999.0  6996.0  1.0  1.0  1.0  1.0  1.0 99.0
1511.0  426.8 -16.9 -39.1  12.7   10.5   23.6  25.8 204.0   4.0  -85.861  34.979 999.0 999.0  7016.2  1.0  1.0  1.0  1.0  1.0 99.0
1516.0  425.6 -17.1 -39.0  12.9   10.5   23.7  25.9 204.0   4.0  -85.860  34.980 999.0 999.0  7036.4  1.0  1.0  1.0  1.0  1.0 99.0
1521.0  424.5 -17.2 -39.1  13.0   10.6   23.8  26.0 204.0   4.0  -85.860  34.981 999.0 999.0  7056.5  1.0  1.0  1.0  1.0  1.0 99.0
1526.0  423.3 -17.4 -39.3  13.0   10.6   23.8  26.1 204.0   4.1  -85.859  34.982 999.0 999.0  7077.0  1.0  1.0  1.0  1.0  1.0 99.0
1531.0  422.1 -17.6 -39.6  12.8   11.1   23.7  26.2 205.0   4.2  -85.859  34.984 999.0 999.0  7097.9  1.0  1.0  1.0  1.0  1.0 99.0
1536.0  420.9 -17.8 -39.8  12.7   10.7   24.1  26.4 204.0   4.3  -85.858  34.985 999.0 999.0  7119.4  1.0  1.0  1.0  1.0  1.0 99.0
1541.0  419.7 -18.0 -39.7  13.1   10.8   24.3  26.6 204.0   4.4  -85.857  34.986 999.0 999.0  7141.6  1.0  1.0  1.0  1.0  1.0 99.0
1546.0  418.4 -18.2 -40.6  12.1   10.8   24.3  26.6 204.0   4.6  -85.857  34.987 999.0 999.0  7164.6  1.0  1.0  1.0  1.0  1.0 99.0
1551.0  417.0 -18.4 -41.8  10.9   10.4   24.6  26.7 203.0   4.7  -85.856  34.988 999.0 999.0  7188.3  1.0  1.0  1.0  1.0  1.0 99.0
1556.0  415.6 -18.7 -41.6  11.4   10.4   24.5  26.6 203.0   5.0  -85.856  34.989 999.0 999.0  7213.2  1.0  1.0  1.0  1.0  1.0 99.0
1561.0  414.2 -19.0 -41.7  11.6   10.3   24.3  26.4 203.0   5.1  -85.855  34.990 999.0 999.0  7238.9  1.0  1.0  1.0  1.0  1.0 99.0
1566.0  412.8 -19.3 -42.0  11.5    9.9   24.4  26.3 202.0   5.1  -85.854  34.991 999.0 999.0  7264.6  1.0  1.0  1.0  1.0  1.0 99.0
1571.0  411.4 -19.5 -43.2  10.2    9.8   24.2  26.1 202.0   5.2  -85.854  34.992 999.0 999.0  7290.5  1.0  1.0  1.0  1.0  1.0 99.0
1576.0  409.9 -19.8 -43.3  10.4    9.4   24.4  26.1 201.0   5.1  -85.853  34.993 999.0 999.0  7316.2  1.0  1.0  1.0  1.0  1.0 99.0
1581.0  408.5 -19.9 -45.2   8.5    8.8   24.2  25.8 200.0   5.1  -85.853  34.995 999.0 999.0  7341.9  1.0  1.0  1.0  1.0  1.0 99.0
1586.0  407.1 -19.8 -46.6   7.3    8.4   24.3  25.7 199.0   5.0  -85.852  34.996 999.0 999.0  7367.0  1.0  1.0  1.0  1.0  1.0 99.0
1591.0  405.8 -20.1 -47.0   7.1    8.3   24.0  25.4 199.0   5.0  -85.852  34.997 999.0 999.0  7392.0  1.0  1.0  1.0  1.0  1.0 99.0
1596.0  404.4 -20.3 -46.6   7.5    7.8   23.9  25.1 198.0   4.8  -85.851  34.998 999.0 999.0  7416.1  1.0  1.0  1.0  1.0  1.0 99.0
1601.0  403.2 -20.4 -46.4   7.8    7.3   23.7  24.8 197.0   4.7  -85.851  34.999 999.0 999.0  7439.6  1.0  1.0  1.0  1.0  1.0 99.0
1606.0  401.9 -20.6 -45.6   8.7    6.8   23.6  24.5 196.0   4.7  -85.851  35.000 999.0 999.0  7462.9  1.0  1.0  1.0  1.0  1.0 99.0
1611.0  400.6 -20.8 -43.4  11.3    6.7   23.3  24.2 196.0   4.7  -85.850  35.001 999.0 999.0  7486.3  1.0  1.0  1.0  1.0  1.0 99.0
1616.0  399.4 -21.0 -43.2  11.6    6.6   23.1  24.0 196.0   4.7  -85.850  35.002 999.0 999.0  7509.8  1.0  1.0  1.0  1.0  1.0 99.0
1621.0  398.1 -21.1 -42.7  12.5    6.6   23.1  24.0 196.0   4.7  -85.850  35.003 999.0 999.0  7533.1  1.0  1.0  1.0  1.0  1.0 99.0
1626.0  396.9 -21.4 -42.0  13.6    6.2   23.1  23.9 195.0   4.6  -85.849  35.004 999.0 999.0  7555.9  1.0  1.0  1.0  1.0  1.0 99.0
1631.0  395.6 -21.4 -47.9   7.2    6.2   23.0  23.8 195.0   4.5  -85.849  35.005 999.0 999.0  7578.4  1.0  1.0  1.0  1.0  1.0 99.0
1636.0  394.5 -21.4 -32.7  35.6    6.1   22.8  23.6 195.0   4.4  -85.849  35.006 999.0 999.0  7600.4  1.0  1.0  1.0  1.0  1.0 99.0
1641.0  393.3 -21.6 -33.9  31.9    6.1   22.8  23.6 195.0   4.4  -85.848  35.007 999.0 999.0  7622.3  1.0  1.0  1.0  1.0  1.0 99.0
1646.0  392.1 -21.8 -33.9  32.7    6.1   22.6  23.4 195.0   4.4  -85.848  35.008 999.0 999.0  7644.4  1.0  1.0  1.0  1.0  1.0 99.0
1651.0  390.9 -22.0 -33.8  33.5    6.1   22.7  23.5 195.0   4.5  -85.848  35.009 999.0 999.0  7666.8  1.0  1.0  1.0  1.0  1.0 99.0
1656.0  389.7 -22.2 -33.5  35.1    6.4   22.4  23.3 196.0   4.5  -85.847  35.010 999.0 999.0  7689.2  1.0  1.0  1.0  1.0  1.0 99.0
1661.0  388.6 -22.4 -33.3  36.2    6.4   22.5  23.4 196.0   4.4  -85.847  35.011 999.0 999.0  7711.2  1.0  1.0  1.0  1.0  1.0 99.0
1666.0  387.4 -22.4 -33.6  35.5    6.4   22.5  23.4 196.0   4.5  -85.847  35.012 999.0 999.0  7733.6  1.0  1.0  1.0  1.0  1.0 99.0
1671.0  386.2 -22.3 -38.0  22.6    6.4   22.5  23.4 196.0   4.4  -85.846  35.013 999.0 999.0  7755.8  1.0  1.0  1.0  1.0  1.0 99.0
1676.0  385.1 -22.4 -39.0  20.8    6.4   22.5  23.4 196.0   4.5  -85.846  35.014 999.0 999.0  7778.0  1.0  1.0  1.0  1.0  1.0 99.0
1681.0  383.9 -22.6 -39.4  20.0    6.9   22.5  23.5 197.0   4.4  -85.846  35.015 999.0 999.0  7800.2  1.0  1.0  1.0  1.0  1.0 99.0
1686.0  382.7 -22.7 -40.5  18.2    6.9   22.5  23.5 197.0   4.4  -85.845  35.016 999.0 999.0  7822.4  1.0  1.0  1.0  1.0  1.0 99.0
1691.0  381.6 -22.8 -40.4  18.5    6.9   22.5  23.5 197.0   4.4  -85.845  35.017 999.0 999.0  7844.6  1.0  1.0  1.0  1.0  1.0 99.0
1696.0  380.4 -23.0 -40.5  18.6    7.3   22.4  23.6 198.0   4.5  -85.844  35.018 999.0 999.0  7867.1  1.0  1.0  1.0  1.0  1.0 99.0
1701.0  379.2 -23.2 -40.5  19.0    7.3   22.5  23.7 198.0   4.5  -85.844  35.019 999.0 999.0  7889.6  1.0  1.0  1.0  1.0  1.0 99.0
1706.0  378.1 -23.5 -41.4  17.7    7.3   22.5  23.7 198.0   4.5  -85.844  35.020 999.0 999.0  7912.2  1.0  1.0  1.0  1.0  1.0 99.0
1711.0  376.9 -23.7 -41.8  17.2    7.4   22.6  23.8 198.0   4.5  -85.843  35.021 999.0 999.0  7934.7  1.0  1.0  1.0  1.0  1.0 99.0
1716.0  375.7 -23.9 -41.7  17.6    7.3   22.5  23.7 198.0   4.6  -85.843  35.022 999.0 999.0  7957.6  1.0  1.0  1.0  1.0  1.0 99.0
1721.0  374.5 -24.1 -41.3  18.8    7.4   22.7  23.9 198.0   4.6  -85.842  35.023 999.0 999.0  7980.7  1.0  1.0  1.0  1.0  1.0 99.0
1726.0  373.3 -24.2 -41.5  18.6    7.4   22.6  23.8 198.0   4.6  -85.842  35.024 999.0 999.0  8003.9  1.0  1.0  1.0  1.0  1.0 99.0
1731.0  372.2 -24.4 -42.7  16.8    7.4   22.6  23.8 198.0   4.6  -85.842  35.025 999.0 999.0  8027.0  1.0  1.0  1.0  1.0  1.0 99.0
1736.0  371.0 -24.7 -44.1  14.6    7.4   22.6  23.8 198.0   4.6  -85.841  35.026 999.0 999.0  8050.1  1.0  1.0  1.0  1.0  1.0 99.0
1741.0  369.8 -24.9 -46.0  12.2    7.3   22.5  23.7 198.0   4.6  -85.841  35.027 999.0 999.0  8073.0  1.0  1.0  1.0  1.0  1.0 99.0
1746.0  368.7 -25.1 -48.6   9.2    7.3   22.5  23.7 198.0   4.5  -85.840  35.028 999.0 999.0  8095.5  1.0  1.0  1.0  1.0  1.0 99.0
1751.0  367.5 -25.2 -51.4   6.8    7.3   22.4  23.6 198.0   4.5  -85.840  35.030 999.0 999.0  8117.8  1.0  1.0  1.0  1.0  1.0 99.0
1756.0  366.4 -25.3 -57.9   3.1    6.9   22.5  23.5 197.0   4.4  -85.840  35.031 999.0 999.0  8139.7  1.0  1.0  1.0  1.0  1.0 99.0
1761.0  365.3 -25.4 -54.9   4.6    7.2   22.2  23.3 198.0   4.4  -85.839  35.032 999.0 999.0  8161.7  1.0  1.0  1.0  1.0  1.0 99.0
1766.0  364.2 -25.6 -54.6   4.8    7.2   22.1  23.2 198.0   4.4  -85.839  35.033 999.0 999.0  8183.6  1.0  1.0  1.0  1.0  1.0 99.0
1771.0  363.1 -25.8 -54.1   5.2    7.1   22.0  23.1 198.0   4.4  -85.838  35.034 999.0 999.0  8205.5  1.0  1.0  1.0  1.0  1.0 99.0
1776.0  362.0 -26.0 -53.3   5.8    7.1   21.8  22.9 198.0   4.3  -85.838  35.035 999.0 999.0  8227.0  1.0  1.0  1.0  1.0  1.0 99.0
1781.0  361.0 -26.1 -51.8   7.0    7.0   21.6  22.7 198.0   4.3  -85.838  35.036 999.0 999.0  8248.6  1.0  1.0  1.0  1.0  1.0 99.0
1786.0  359.9 -26.3 -51.7   7.2    6.9   21.3  22.4 198.0   4.3  -85.837  35.037 999.0 999.0  8270.3  1.0  1.0  1.0  1.0  1.0 99.0
1791.0  358.8 -26.4 -51.9   7.2    6.9   21.2  22.3 198.0   4.4  -85.837  35.037 999.0 999.0  8292.2  1.0  1.0  1.0  1.0  1.0 99.0
1796.0  357.7 -26.6 -51.2   7.9    6.8   20.9  22.0 198.0   4.3  -85.837  35.038 999.0 999.0  8313.8  1.0  1.0  1.0  1.0  1.0 99.0
1801.0  356.7 -26.7 -47.7  11.9    6.8   20.8  21.9 198.0   4.3  -85.836  35.039 999.0 999.0  8335.2  1.0  1.0  1.0  1.0  1.0 99.0
1806.0  355.6 -26.9 -43.2  19.8    6.7   20.7  21.8 198.0   4.3  -85.836  35.040 999.0 999.0  8356.7  1.0  1.0  1.0  1.0  1.0 99.0
1811.0  354.5 -27.0 -39.3  30.1    6.7   20.5  21.6 198.0   4.3  -85.836  35.041 999.0 999.0  8378.2  1.0  1.0  1.0  1.0  1.0 99.0
1816.0  353.5 -27.1 -39.8  28.9    6.3   20.6  21.5 197.0   4.3  -85.835  35.042 999.0 999.0  8399.7  1.0  1.0  1.0  1.0  1.0 99.0
1821.0  352.4 -27.2 -43.1  20.6    6.2   20.4  21.3 197.0   4.3  -85.835  35.043 999.0 999.0  8421.4  1.0  1.0  1.0  1.0  1.0 99.0
1826.0  351.4 -27.4 -43.8  19.3    6.2   20.2  21.1 197.0   4.3  -85.834  35.044 999.0 999.0  8443.0  1.0  1.0  1.0  1.0  1.0 99.0
1831.0  350.3 -27.6 -44.8  17.8    6.1   19.9  20.8 197.0   4.4  -85.834  35.045 999.0 999.0  8465.2  1.0  1.0  1.0  1.0  1.0 99.0
1836.0  349.2 -27.7 -45.5  16.6    6.0   19.7  20.6 197.0   4.5  -85.834  35.046 999.0 999.0  8487.8  1.0  1.0  1.0  1.0  1.0 99.0
1841.0  348.1 -28.0 -46.1  16.1    5.8   18.9  19.8 197.0   4.6  -85.833  35.047 999.0 999.0  8510.9  1.0  1.0  1.0  1.0  1.0 99.0
1846.0  346.9 -28.2 -47.0  14.8    5.7   18.6  19.4 197.0   4.8  -85.833  35.048 999.0 999.0  8534.8  1.0  1.0  1.0  1.0  1.0 99.0
1851.0  345.7 -28.3 -50.7   9.7    5.4   17.7  18.5 197.0   5.1  -85.833  35.048 999.0 999.0  8560.3  1.0  1.0  1.0  1.0  1.0 99.0
1856.0  344.4 -28.2 -55.9   5.2    5.5   16.9  17.8 198.0   5.2  -85.833  35.049 999.0 999.0  8586.4  1.0  1.0  1.0  1.0  1.0 99.0
1861.0  343.1 -28.4 -58.4   3.9    5.3   16.4  17.2 198.0   5.5  -85.832  35.050 999.0 999.0  8614.2  1.0  1.0  1.0  1.0  1.0 99.0
1866.0  341.7 -28.4 -57.5   4.4    5.5   15.2  16.2 200.0   5.8  -85.832  35.051 999.0 999.0  8643.3  1.0  1.0  1.0  1.0  1.0 99.0
1871.0  340.3 -28.3 -55.3   5.7    5.3   14.5  15.4 200.0   5.8  -85.832  35.051 999.0 999.0  8672.3  1.0  1.0  1.0  1.0  1.0 99.0
1876.0  338.9 -28.5 -53.9   6.8    5.4   13.4  14.5 202.0   5.7  -85.831  35.052 999.0 999.0  8700.9  1.0  1.0  1.0  1.0  1.0 99.0
1881.0  337.6 -28.5 -52.4   8.2    5.4   12.6  13.7 203.0   5.6  -85.831  35.053 999.0 999.0  8729.1  1.0  1.0  1.0  1.0  1.0 99.0
1886.0  336.3 -28.5 -51.5   9.1    5.5   11.9  13.1 205.0   5.4  -85.831  35.053 999.0 999.0  8756.3  1.0  1.0  1.0  1.0  1.0 99.0
1891.0  335.1 -28.5 -50.9   9.8    5.6   11.0  12.4 207.0   5.1  -85.831  35.054 999.0 999.0  8781.7  1.0  1.0  1.0  1.0  1.0 99.0
1896.0  334.0 -28.5 -50.5  10.2    5.5   10.3  11.7 208.0   4.9  -85.830  35.054 999.0 999.0  8806.3  1.0  1.0  1.0  1.0  1.0 99.0
1901.0  332.9 -28.5 -50.6  10.1    5.8   10.0  11.6 210.0   4.6  -85.830  35.054 999.0 999.0  8829.3  1.0  1.0  1.0  1.0  1.0 99.0
1906.0  331.9 -28.6 -51.0   9.7    5.6    9.3  10.9 211.0   4.4  -85.830  35.055 999.0 999.0  8851.2  1.0  1.0  1.0  1.0  1.0 99.0
1911.0  330.9 -28.8 -51.3   9.5    6.0    9.0  10.8 214.0   4.4  -85.829  35.055 999.0 999.0  8873.3  1.0  1.0  1.0  1.0  1.0 99.0
1916.0  329.8 -28.9 -51.0   9.9    5.9    8.7  10.5 214.0   4.7  -85.829  35.056 999.0 999.0  8896.7  1.0  1.0  1.0  1.0  1.0 99.0
1921.0  328.6 -29.1 -50.7  10.5    5.9    8.2  10.1 216.0   5.0  -85.829  35.056 999.0 999.0  8921.8  1.0  1.0  1.0  1.0  1.0 99.0
1926.0  327.4 -29.3 -50.0  11.6    6.1    8.1  10.1 217.0   5.4  -85.828  35.056 999.0 999.0  8948.8  1.0  1.0  1.0  1.0  1.0 99.0
1931.0  326.1 -29.6 -48.9  13.6    6.1    7.5   9.7 219.0   5.7  -85.828  35.057 999.0 999.0  8977.2  1.0  1.0  1.0  1.0  1.0 99.0
1936.0  324.8 -29.9 -47.5  16.4    6.2    7.4   9.6 220.0   5.8  -85.828  35.057 999.0 999.0  9006.3  1.0  1.0  1.0  1.0  1.0 99.0
1941.0  323.4 -30.2 -46.8  18.2    6.1    7.3   9.5 220.0   5.9  -85.827  35.057 999.0 999.0  9035.7  1.0  1.0  1.0  1.0  1.0 99.0
1946.0  322.1 -30.5 -46.6  19.2    6.2    6.8   9.2 222.0   5.9  -85.827  35.058 999.0 999.0  9065.3  1.0  1.0  1.0  1.0  1.0 99.0
1951.0  320.7 -30.7 -46.1  20.6    6.1    6.6   9.0 223.0   6.0  -85.827  35.058 999.0 999.0  9095.3  1.0  1.0  1.0  1.0  1.0 99.0
1956.0  319.4 -30.8 -45.3  22.8    6.2    6.2   8.7 225.0   5.8  -85.826  35.058 999.0 999.0  9124.3  1.0  1.0  1.0  1.0  1.0 99.0
1961.0  318.1 -31.0 -44.7  24.9    6.3    5.9   8.6 227.0   5.7  -85.826  35.059 999.0 999.0  9152.8  1.0  1.0  1.0  1.0  1.0 99.0
1966.0  316.9 -31.3 -44.8  25.1    6.3    5.4   8.3 229.0   5.5  -85.826  35.059 999.0 999.0  9180.2  1.0  1.0  1.0  1.0  1.0 99.0
1971.0  315.7 -31.6 -44.9  25.7    6.2    5.2   8.1 230.0   5.5  -85.825  35.059 999.0 999.0  9207.5  1.0  1.0  1.0  1.0  1.0 99.0
1976.0  314.5 -31.8 -44.4  27.6    6.3    4.6   7.8 234.0   5.3  -85.825  35.059 999.0 999.0  9234.0  1.0  1.0  1.0  1.0  1.0 99.0
1981.0  313.3 -32.0 -43.9  29.9    6.4    4.1   7.6 237.0   5.3  -85.825  35.060 999.0 999.0  9260.5  1.0  1.0  1.0  1.0  1.0 99.0
1986.0  312.2 -32.3 -43.4  32.2    6.5    3.8   7.5 240.0   5.3  -85.824  35.060 999.0 999.0  9286.9  1.0  1.0  1.0  1.0  1.0 99.0
1991.0  311.0 -32.5 -43.3  33.3    6.9    3.2   7.6 245.0   5.3  -85.824  35.060 999.0 999.0  9313.4  1.0  1.0  1.0  1.0  1.0 99.0
1996.0  309.9 -32.6 -42.7  35.8    7.1    2.7   7.6 249.0   5.2  -85.824  35.060 999.0 999.0  9339.5  1.0  1.0  1.0  1.0  1.0 99.0
2001.0  308.7 -32.7 -41.6  40.5    7.5    2.3   7.8 253.0   5.4  -85.823  35.060 999.0 999.0  9366.3  1.0  1.0  1.0  1.0  1.0 99.0
2006.0  307.5 -32.4 -39.7  48.0    7.6    1.8   7.8 257.0   5.3  -85.823  35.060 999.0 999.0  9392.9  1.0  1.0  1.0  1.0  1.0 99.0
2011.0  306.4 -32.3 -38.3  55.0    7.9    1.4   8.0 260.0   5.0  -85.822  35.060 999.0 999.0  9417.9  1.0  1.0  1.0  1.0  1.0 99.0
2016.0  305.3 -32.4 -37.9  58.0    8.2    1.0   8.3 263.0   5.0  -85.822  35.060 999.0 999.0  9442.8  1.0  1.0  1.0  1.0  1.0 99.0
2021.0  304.3 -32.4 -37.7  59.3    8.5    0.6   8.5 266.0   4.9  -85.821  35.060 999.0 999.0  9467.5  1.0  1.0  1.0  1.0  1.0 99.0
2026.0  303.2 -32.5 -37.8  59.2    8.8    0.5   8.8 267.0   5.0  -85.821  35.060 999.0 999.0  9492.3  1.0  1.0  1.0  1.0  1.0 99.0
2031.0  302.1 -32.6 -38.1  57.9    9.1    0.3   9.1 268.0   4.9  -85.820  35.060 999.0 999.0  9516.8  1.0  1.0  1.0  1.0  1.0 99.0
2036.0  301.1 -32.8 -38.4  57.5    9.3    0.2   9.3 269.0   4.8  -85.820  35.060 999.0 999.0  9540.8  1.0  1.0  1.0  1.0  1.0 99.0
2041.0  300.1 -33.0 -38.5  57.7    9.6    0.2   9.6 269.0   4.5  -85.819  35.060 999.0 999.0  9563.5  1.0  1.0  1.0  1.0  1.0 99.0
2046.0  299.2 -33.2 -38.6  58.1    9.8   -0.2   9.8 271.0   4.4  -85.819  35.060 999.0 999.0  9585.3  1.0  1.0  1.0  1.0  1.0 99.0
2051.0  298.3 -33.4 -38.8  58.4    9.9    0.0   9.9 270.0   4.5  -85.818  35.060 999.0 999.0  9607.6  1.0  1.0  1.0  1.0  1.0 99.0
2056.0  297.3 -33.6 -39.0  58.2   10.2   -0.2  10.2 271.0   4.6  -85.818  35.060 999.0 999.0  9630.5  1.0  1.0  1.0  1.0  1.0 99.0
2061.0  296.3 -33.8 -39.3  57.7   10.3    0.0  10.3 270.0   4.7  -85.817  35.060 999.0 999.0  9653.8  1.0  1.0  1.0  1.0  1.0 99.0
2066.0  295.3 -34.0 -39.6  56.5   10.7    0.0  10.7 270.0   4.9  -85.817  35.060 999.0 999.0  9678.5  1.0  1.0  1.0  1.0  1.0 99.0
2071.0  294.2 -34.2 -40.2  54.5   10.8    0.0  10.8 270.0   5.0  -85.816  35.060 999.0 999.0  9703.4  1.0  1.0  1.0  1.0  1.0 99.0
2076.0  293.1 -34.4 -40.6  53.0   11.2    0.2  11.2 269.0   5.1  -85.816  35.060 999.0 999.0  9728.9  1.0  1.0  1.0  1.0  1.0 99.0
2081.0  292.1 -34.7 -41.2  51.3   11.5    0.2  11.5 269.0   5.0  -85.815  35.060 999.0 999.0  9753.9  1.0  1.0  1.0  1.0  1.0 99.0
2086.0  291.0 -34.7 -41.6  49.8   11.8    0.4  11.8 268.0   5.1  -85.814  35.060 999.0 999.0  9779.3  1.0  1.0  1.0  1.0  1.0 99.0
2091.0  290.0 -34.9 -41.9  49.0   11.9    0.6  11.9 267.0   5.0  -85.814  35.060 999.0 999.0  9804.3  1.0  1.0  1.0  1.0  1.0 99.0
2096.0  289.0 -35.1 -42.2  48.3   12.2    0.9  12.2 266.0   5.0  -85.813  35.060 999.0 999.0  9829.1  1.0  1.0  1.0  1.0  1.0 99.0
2101.0  287.9 -35.3 -42.5  47.8   12.2    0.9  12.2 266.0   5.1  -85.812  35.060 999.0 999.0  9854.7  1.0  1.0  1.0  1.0  1.0 99.0
2106.0  286.9 -35.4 -42.6  47.5   12.2    1.3  12.3 264.0   5.1  -85.811  35.060 999.0 999.0  9880.1  1.0  1.0  1.0  1.0  1.0 99.0
2111.0  285.8 -35.5 -42.8  46.9   12.0    1.3  12.1 264.0   5.1  -85.811  35.060 999.0 999.0  9905.4  1.0  1.0  1.0  1.0  1.0 99.0
2116.0  284.8 -35.7 -43.1  46.8   11.7    1.4  11.8 263.0   5.1  -85.810  35.061 999.0 999.0  9930.7  1.0  1.0  1.0  1.0  1.0 99.0
2121.0  283.7 -36.0 -43.4  46.7   11.2    1.4  11.3 263.0   5.1  -85.809  35.061 999.0 999.0  9956.1  1.0  1.0  1.0  1.0  1.0 99.0
2126.0  282.7 -36.2 -43.5  46.6   10.9    1.7  11.0 261.0   5.2  -85.809  35.061 999.0 999.0  9982.4  1.0  1.0  1.0  1.0  1.0 99.0
2131.0  281.6 -36.2 -43.7  45.6   10.5    1.9  10.7 260.0   5.4  -85.808  35.061 999.0 999.0 10009.4  1.0  1.0  1.0  1.0  1.0 99.0
2136.0  280.4 -36.4 -44.0  45.0   10.0    1.8  10.2 260.0   5.6  -85.808  35.061 999.0 999.0 10037.5  1.0  1.0  1.0  1.0  1.0 99.0
2141.0  279.3 -36.6 -44.5  43.8    9.4    1.8   9.6 259.0   5.6  -85.807  35.061 999.0 999.0 10065.7  1.0  1.0  1.0  1.0  1.0 99.0
2146.0  278.2 -36.9 -44.9  43.1    9.1    1.4   9.2 261.0   5.5  -85.806  35.061 999.0 999.0 10093.3  1.0  1.0  1.0  1.0  1.0 99.0
2151.0  277.0 -37.2 -45.3  43.0    8.6    1.4   8.7 261.0   5.7  -85.806  35.061 999.0 999.0 10121.7  1.0  1.0  1.0  1.0  1.0 99.0
2156.0  275.9 -37.4 -45.5  42.7    8.1    1.3   8.2 261.0   5.9  -85.806  35.061 999.0 999.0 10151.4  1.0  1.0  1.0  1.0  1.0 99.0
2161.0  274.6 -37.8 -45.9  42.5    7.8    1.2   7.9 261.0   6.2  -85.805  35.061 999.0 999.0 10182.5  1.0  1.0  1.0  1.0  1.0 99.0
2166.0  273.4 -38.0 -45.9  43.1    7.3    1.2   7.4 261.0   6.2  -85.805  35.061 999.0 999.0 10213.4  1.0  1.0  1.0  1.0  1.0 99.0
2171.0  272.2 -38.4 -46.1  43.6    7.0    1.0   7.1 262.0   6.1  -85.805  35.061 999.0 999.0 10243.6  1.0  1.0  1.0  1.0  1.0 99.0
2176.0  271.0 -38.6 -46.4  43.6    6.6    0.9   6.7 262.0   5.8  -85.804  35.061 999.0 999.0 10272.7  1.0  1.0  1.0  1.0  1.0 99.0
2181.0  269.9 -38.8 -46.6  43.6    6.7    1.1   6.8 261.0   5.6  -85.804  35.061 999.0 999.0 10300.6  1.0  1.0  1.0  1.0  1.0 99.0
2186.0  268.9 -39.0 -46.8  43.3    6.4    1.0   6.5 261.0   5.3  -85.803  35.061 999.0 999.0 10327.3  1.0  1.0  1.0  1.0  1.0 99.0
2191.0  267.9 -39.2 -47.3  42.1    6.3    1.1   6.4 260.0   5.1  -85.803  35.061 999.0 999.0 10352.9  1.0  1.0  1.0  1.0  1.0 99.0
2196.0  266.9 -39.4 -47.8  40.4    6.1    1.2   6.2 259.0   4.8  -85.803  35.062 999.0 999.0 10376.9  1.0  1.0  1.0  1.0  1.0 99.0
2201.0  266.1 -39.3 -48.0  38.9    6.0    1.4   6.2 257.0   4.5  -85.802  35.062 999.0 999.0 10399.3  1.0  1.0  1.0  1.0  1.0 99.0
2206.0  265.2 -39.3 -48.4  37.7    5.7    1.8   6.0 253.0   4.3  -85.802  35.062 999.0 999.0 10420.7  1.0  1.0  1.0  1.0  1.0 99.0
2211.0  264.4 -39.5 -48.9  36.4    5.8    1.9   6.1 252.0   4.2  -85.802  35.062 999.0 999.0 10441.6  1.0  1.0  1.0  1.0  1.0 99.0
2216.0  263.6 -39.7 -49.1  36.0    5.7    2.1   6.1 250.0   4.0  -85.802  35.062 999.0 999.0 10461.8  1.0  1.0  1.0  1.0  1.0 99.0
2221.0  262.9 -39.7 -49.1  36.3    5.6    2.6   6.2 245.0   4.0  -85.801  35.062 999.0 999.0 10482.0  1.0  1.0  1.0  1.0  1.0 99.0
2226.0  262.1 -39.8 -49.1  36.3    5.6    2.9   6.3 243.0   4.0  -85.801  35.062 999.0 999.0 10502.1  1.0  1.0  1.0  1.0  1.0 99.0
2231.0  261.3 -40.0 -49.3  36.3    5.6    3.3   6.5 239.0   4.1  -85.801  35.062 999.0 999.0 10522.4  1.0  1.0  1.0  1.0  1.0 99.0
2236.0  260.5 -40.2 -49.6  35.5    5.6    3.6   6.7 237.0   4.1  -85.800  35.062 999.0 999.0 10542.8  1.0  1.0  1.0  1.0  1.0 99.0
2241.0  259.8 -40.3 -50.2  34.0    5.7    3.9   6.9 236.0   4.1  -85.800  35.062 999.0 999.0 10563.5  1.0  1.0  1.0  1.0  1.0 99.0
2246.0  259.0 -40.4 -50.7  32.3    5.6    4.4   7.1 232.0   4.2  -85.800  35.063 999.0 999.0 10584.3  1.0  1.0  1.0  1.0  1.0 99.0
